PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived,FamilySize,IsAlone,Title,Cabin_letter,Cabin_impact,Ticket_impact,Last_name_impact,Other_last_name_impact,Ticket_first_impact,Ticket_second_impact,AgeIsBad
372,3,male,18.0,1,0,6.4958,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,3,male,28.833333333333336,0,0,7.225,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
719,3,male,32.7375,0,0,15.5,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
444,2,female,28.0,0,0,13.0,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,2,female,31.0,1,1,26.25,S,1,3,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,3,male,4.0,4,1,29.125,Q,0,5+,0,Master,,0.0,-8.987297,-8.987297,0.0,0.0,-8.987297,0.0
442,3,male,20.0,0,0,9.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,2,female,27.0,1,0,13.8583,C,1,2,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,3,male,19.0,0,0,0.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1,female,19.0,0,2,26.2833,S,1,3,0,Miss,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,3,male,28.81454497016198,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250,2,male,54.0,1,0,26.0,S,0,2,0,Rev,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,3,male,14.0,5+,2,46.9,S,0,5+,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,3,male,33.0,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,3,male,33.0,1,1,20.525,S,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2,male,24.0,0,0,10.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,3,male,28.833333333333336,0,0,7.225,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
732,3,male,11.0,0,0,18.7875,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,1,male,18.0,1,0,108.9,C,0,2,0,Mr,C,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
69,3,female,17.0,4,2,7.925,S,1,5+,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,3,male,25.05,0,0,6.8583,Q,0,1,1,Mr,,0.0,0.0,-8.987297,0.0,0.0,0.0,1.0
741,1,male,40.0,0,0,30.0,S,1,1,1,Mr,D,0.0,0.0,0.0,0.0,0.0,0.0,1.0
562,3,male,40.0,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,1,female,62.0,0,0,80.0,S,1,1,1,Mrs,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,3,female,22.0,0,0,7.75,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,3,male,22.0,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,3,male,31.380357142857143,1,0,7.75,Q,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360,3,female,19.686666666666664,0,0,7.8792,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
558,1,male,30.766666666666662,0,0,227.525,C,0,1,1,Mr,,0.0,9.433583,0.0,0.0,1.1394037,9.433583,1.0
47,3,male,34.4875,1,0,15.5,Q,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
298,1,female,2.0,1,2,151.55,S,0,4,0,Miss,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,1,female,35.0,0,0,135.6333,S,1,1,1,Miss,C,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
577,2,female,34.0,0,0,13.0,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,3,female,47.0,1,0,14.5,S,0,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,1,female,53.0,2,0,51.4792,S,1,3,0,Mrs,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,3,male,23.5,0,0,7.2292,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,3,male,36.3875,0,0,24.15,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
710,3,male,5.118,1,1,15.2458,C,1,3,0,Master,,0.0,9.433583,9.433583,0.0,0.0,9.433583,1.0
425,3,male,18.0,1,1,20.2125,S,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,1,female,32.0,0,0,76.2917,C,1,1,1,Miss,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,1,female,24.0,0,0,69.3,C,1,1,1,Mrs,B,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
720,3,male,33.0,0,0,7.775,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3,male,35.0,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,9.433583,0.0,0.0,0.0,0.0
587,2,male,47.0,0,0,15.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,3,male,5.96,3,1,25.4667,S,0,5+,0,Master,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
794,1,male,52.2,0,0,30.6958,C,0,1,1,Mr,,0.0,0.0,9.433583,0.0,1.1394037,0.0,1.0
579,3,female,22.6,1,0,14.4583,C,0,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,1,male,47.0,0,0,52.0,S,0,1,1,Mr,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,3,male,32.0,1,0,15.85,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,1,male,49.0,1,1,110.8833,C,0,3,0,Mr,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,3,female,15.0,0,0,8.0292,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,3,male,28.5,0,0,16.1,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,3,male,21.0,0,0,7.7333,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1,male,28.0,0,0,47.1,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2,male,19.0,1,1,36.75,S,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,3,male,20.0,0,0,7.8542,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,2,male,33.35094017094018,0,0,0.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,2,female,5.0,1,2,27.75,S,1,4,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,3,female,5.0,2,1,19.2583,C,1,4,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,1,female,34.9,0,1,55.0,S,1,2,0,Mrs,E,0.0,0.0,0.0,0.0,0.0,0.0,1.0
887,2,male,27.0,0,0,13.0,S,0,1,1,Rev,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,3,male,29.0,0,0,9.5,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,3,male,28.0,0,0,9.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,3,female,19.686666666666664,0,0,7.8292,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
689,3,male,18.0,0,0,7.7958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,3,female,15.0,1,0,14.4542,C,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2,male,36.5,0,2,26.0,S,0,3,0,Mr,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,3,male,34.5,0,0,6.4375,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,male,22.0,1,0,7.25,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,-8.987297,0.0,0.0
734,2,male,23.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,3,male,21.0,0,0,7.8542,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,3,female,2.0,3,2,27.9,S,0,5+,0,Miss,,0.0,-8.987297,-8.987297,0.0,0.0,-8.987297,0.0
339,3,male,45.0,0,0,8.05,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,2,male,23.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,3,male,33.0,0,0,7.8958,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,2,male,36.0,1,2,27.75,S,0,4,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,3,male,28.0,0,0,56.4958,S,0,1,1,Mr,,0.0,10.12668,0.0,0.0,0.0,10.12668,0.0
816,1,male,41.345,0,0,0.0,S,0,1,1,Mr,B,0.0,0.0,0.0,0.0,0.0,0.0,1.0
842,2,male,16.0,0,0,10.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,3,female,33.0,3,0,15.85,S,1,4,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,3,male,20.0,0,0,7.8542,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,3,male,30.0,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,3,male,7.0,4,1,29.125,Q,0,5+,0,Master,,0.0,-8.987297,-8.987297,0.0,0.0,-8.987297,0.0
470,3,female,0.75,2,1,19.2583,C,1,4,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2,female,40.0,0,0,15.75,S,1,1,1,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1,male,49.7,0,0,26.0,S,0,1,1,Mr,A,0.0,0.0,0.0,0.0,0.0,0.0,1.0
209,3,female,16.0,0,0,7.75,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,3,female,43.0,1,5+,46.9,S,0,5+,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,3,male,30.0,0,0,7.225,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,2,female,25.0,1,1,30.0,S,1,3,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,1,female,48.0,0,0,25.9292,S,1,1,1,Mrs,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2,female,35.0,0,0,21.0,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,-8.987297,0.0,0.0
620,2,male,26.0,0,0,10.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,1,male,58.0,0,0,29.7,C,0,1,1,Mr,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,3,female,17.895833333333336,0,0,7.7375,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,3,male,12.0,1,0,11.2417,C,1,2,0,Master,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,3,female,30.0,1,1,24.15,S,0,3,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,2,male,46.0,0,0,26.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,3,male,17.0,1,1,7.2292,C,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,1,male,0.92,1,2,151.55,S,1,4,0,Master,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,3,female,18.0,0,1,9.35,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,male,28.0,0,0,35.5,S,1,1,1,Mr,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,3,male,35.0,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,1,male,38.0,0,0,0.0,S,0,1,1,Rare,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,3,male,22.6,0,0,7.725,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,3,female,27.0,0,2,11.1333,S,1,3,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,3,male,24.5,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,3,male,28.81454497016198,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
792,2,male,16.0,0,0,26.0,S,0,1,1,Mr,,0.0,-8.987297,0.0,0.0,0.0,-8.987297,0.0
466,3,male,38.0,0,0,7.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.22314292,0.0,0.0
649,3,male,23.983333333333334,0,0,7.55,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
821,1,female,52.0,1,1,93.5,S,1,3,0,Mrs,B,0.0,9.433583,0.0,0.0,0.0,9.433583,0.0
359,3,female,19.686666666666664,0,0,7.8792,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,2,male,25.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,3,male,30.0,1,0,16.1,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,3,male,19.0,0,0,8.1583,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,1,female,39.0,1,1,79.65,S,1,3,0,Mrs,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,3,female,29.0,0,0,7.225,C,1,1,1,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,3,male,21.6,2,0,21.6792,C,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
753,3,male,33.0,0,0,9.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,3,male,26.593095238095238,0,0,7.2292,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,2,male,42.0,1,0,27.0,S,0,2,0,Mr,,0.0,9.433583,9.433583,0.0,0.0,9.433583,0.0
308,1,female,17.0,1,0,108.9,C,1,2,0,Mrs,C,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
124,2,female,32.5,0,0,13.0,S,1,1,1,Miss,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,3,male,27.0,0,0,8.6625,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3,male,28.81454497016198,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
365,3,male,34.4875,1,0,15.5,Q,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,3,female,40.0,1,0,9.475,S,0,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,3,male,32.0,0,0,7.925,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,1,female,23.0,1,0,113.275,C,1,2,0,Miss,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,3,female,3.0,3,1,21.075,S,0,5+,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,3,female,35.0,1,1,20.25,S,1,3,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,3,male,26.0,1,0,14.4542,C,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,1,male,64.0,1,4,263.0,S,0,5+,0,Mr,C,9.433583,9.433583,9.433583,0.0,0.0,9.433583,0.0
749,1,male,19.0,1,0,53.1,S,0,2,0,Mr,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,3,male,24.0,0,0,9.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,3,male,30.0,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,1,male,45.93333333333334,0,0,31.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
343,2,male,28.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,3,male,42.25785714285714,0,0,7.75,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
502,3,female,21.0,0,0,7.75,Q,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,1,male,43.9,0,0,42.4,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194,2,male,3.0,1,1,26.0,S,1,3,0,Master,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,3,male,35.0,0,0,7.125,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,3,male,29.944285714285712,0,0,7.25,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
319,1,female,31.0,0,2,164.8667,S,1,3,0,Miss,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,3,male,19.0,0,0,7.775,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,1,female,60.0,1,0,75.25,C,1,2,0,Mrs,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2,female,26.0,1,1,26.0,S,0,3,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2,female,32.0,0,0,13.0,S,1,1,1,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,2,female,45.0,1,1,26.25,S,1,3,0,Mrs,,0.0,-8.987297,-8.987297,0.0,-8.987297,-8.987297,0.0
369,3,female,23.62892857142857,0,0,7.75,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
681,3,female,17.9625,0,0,8.1375,Q,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
852,3,male,74.0,0,0,7.775,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,1,female,30.0,0,0,31.0,C,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,1,female,38.0,0,0,227.525,C,1,1,1,Miss,C,0.0,9.433583,0.0,0.0,1.1394037,9.433583,0.0
206,3,female,2.0,0,1,10.4625,S,0,2,0,Miss,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,2,female,44.0,1,0,26.0,S,0,2,0,Mrs,,0.0,0.0,0.0,9.433583,0.0,0.0,0.0
305,3,male,32.02642634177417,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,-8.987297,0.0,1.0
582,1,female,39.0,1,1,110.8833,C,1,3,0,Mrs,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,3,male,29.0,0,0,7.875,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,1,female,43.0,0,1,211.3375,S,1,2,0,Mrs,B,0.0,10.12668,0.0,0.0,0.0,10.12668,0.0
491,3,male,26.2,1,0,19.9667,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
335,1,female,25.4,1,0,133.65,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,1.1394037,0.0,1.0
